Code,f1_Code,f2_Subset,f3_Datasource,f4_Authors,f5_MAreaD,f6_MAreaH,f7_Family,f8_Glottocode,f9_ISO,f10_Genus,f11_Languagename,f12_Reconstructed,f13_Source_form,f14_Source_meaning,f15_Source_meaning_simp,f16_Source_Labelgroup,f17_Target_form,f18_Target_meaning,f19_Target_meaning_simp,f20_Target_Labelgroup,f21_Ex,f22_Ex_gloss,f23_Ex_translation,f24_Ex_reference,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41
,18057,other sources,Handbook,Creissels,Africa,Africa,Mande,bamb1269,mnk,Manding,Bambara,,ní ,COMITATIVE preposition,COMITATIVE,CASE/ADPOSITION,ní ,SUBORDINATOR 'if',CONDITIONAL (CONJUNCTION),CONJUNCTION,"Ní Fàtú nà-ná, wárî dí à mà!",if Fatou come-CPL money.D give 3SG to,"'If Fatou comes, give her the money!'",Creissels 2020: 719,Source Meaning also: additive coordination; example from Bambara,3,2,2,1,1,3,4,1,0,0,0,0,0,1,0,0
,18058,other sources,Handbook,Creissels,Africa,Africa,Mande,mand1436,mnk,Manding,Mandinka,,kó,QUOTATIVE marker,QUOTATIVE,"VERBAL CATEGORIES, OTHER",kó,"saying that', 'under the pretext that', 'on the ground that' (quotative subordinator)",SUBORDINATOR,CONJUNCTION,À yè ŋ́ kílì kó à bé kódòo díi-lá ŋ́ nà.,3SG CPL 1SG call QUOT 3SG ICPL money.D give-INF 1SG to,'He called me under the pretext of giving me money.',Creissels (personal communication),,3,2,2,1,1,2,1,1,1,0,0,0,0,1,0,0
,18059,other sources,Handbook,Creissels,Africa,Africa,Mande,bamb1269,mnk,Manding,Bambara,,sábú ,'cause','cause',LEXICAL,sábú ,CAUSAL SUBORDINATOR 'because',CAUSE (CONJUNCTION),CONJUNCTION,"Kínî dí à mà, sábú kɔ́ngɔ̂ bɛ́ à lá.",food.D give 3SG to since hunger LCOP 3SG at,"'Give him food, since he is hungry.'",Creissels (personal communication),,3,1,2,1,1,3,4,1,1,0,1,0,0,1,1,0
,18060,other sources,Handbook,Creissels,Africa,Africa,Mande,mand1436,mnk,Manding,Mandinka,,fó,'until' (preposition/conjunction),UNTIL (CASE/CONJUNCTION),CASE/ADPOSITION,fó,OBLIGATION marker,D-NECESSITY,MODALITY,Fó í yè bóoróo mìŋ.,OBLIG 2SG SUBJ medecine.D drink,'You must drink the medecine.',Creissels 2020: 721,,3,2,2,1,1,2,4,1,0,0,0,0,0,0,0,0
,18061,30 Sources,Handbook,Creissels,Africa,Africa,Mande,mand1436,mnk,Manding,Mandinka,,nǎa (+ jǎŋ),'come' (+ 'here'),'come',LEXICAL,nǎŋ,centripetal marker,VENITIVE,VERBAL DEIXIS,Í bó-tá nǎŋ mùntóo?,2SG go_out VEN where,'From where did you come here?',Creissels (personal communication),,2,2,3,1,1,3,4,1,1,1,1,0,0,1,1,0
,18062,30 Sources,Handbook,Creissels,Africa,Africa,Mande,mand1436,mnk,Manding,Mandinka,,yé,"'see, look' (.IMP)",'see',LEXICAL,yé,COPULA,COPULA,COPULAIC,Kóngò yè ǹ nà.,hunger.D COP 1SG POSTP,'I am hungry.' (lit. 'Hunger is in me'),Creissels 2020: 723,example from Kita Mandinka,2,2,2,1,1,1,4,1,1,0,1,0,0,0,1,0
,18063,other sources,Handbook,Creissels,Africa,Africa,Mande,bamb1269,mnk,Manding,Bambara,,dǎn,'limit' [N],'limit',LEXICAL,dǎn,'only',ONLY,INFORMATION STRUCTURE DEVICES,Ǒ dàn yé ń ná sà síní.,DEM only ECOP 1SG FUT die tomorrow,'It's only that I will die tomorrow.',Creissels (personal communication),,2,2,2,1,1,3,4,1,1,0,1,0,0,1,1,0
,18064,other sources,Handbook,Creissels,Africa,Africa,Mande,mand1436,mnk,Manding,Mandinka,,fó,preposition/conjunction 'until',UNTIL (CASE/CONJUNCTION),CASE/ADPOSITION,fó,'except',EXCEPT,CASE/ADPOSITION,À mâŋ féŋ sǎŋ fó màanôo.,3SG CPL.NEG thing buy except rice.D,'He didn't buy anything except rice.',Creissels (personal communication),,3,2,2,1,1,2,4,1,0,0,0,0,0,0,0,0
,18065,other sources,Handbook,Creissels,Africa,Africa,Mande,mand1436,mnk,Manding,Mandinka,,fó,ALTERNATIVE QUESTION marker ('or'),OR,CONJUNCTION,fó,INTERROGATIVE marker,S-QUESTION,OTHER,Fó wùlóo yè sùbóo tàa?,Q dog.D CPL meat.D take,'Did the dog take the meat?',Creissels 2020: 724,,3,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0
,18066,30 Sources,other,Creissels,Africa,Africa,Mande,bamb1269,bam,Manding,Mandinka,,ko,'say','say',LEXICAL,ko,PURPOSE (conjunction),PURPOSE (CONJUNCTION),CONJUNCTION,À yè ŋ́ pàsîŋ kó ŋ́ kánáa dǔŋ.,3SG ACP 1SG beckon so_that 1SG PROH enter,'He beckoned me not to enter.',Creissels (personal communication),,3,2,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,18067,30 Sources,other,Creissels,Africa,Africa,Mande,bamb1269,bam,Manding,Bambara,,ko,'say','say',LEXICAL,ko,SIMILE,SIMILATIVE (CONJUNCTION),CONJUNCTION,À kà fàrànsìkáŋò fó kó Tùbáabòo.,3SG ICPL french.language.D speak like European.D,'He speaks French like a European.,Creissels (personal communication),,3,2,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,18068,30 Sources,other,Creissels,Africa,Africa,Mande,bamb1269,mnk,Manding,Bambara,,mùsó,'woman','woman',LEXICAL,mùsó,FEMALE (derivational suffix),FEMALE,NOUN CLASSIFICATION,wùlù-músó,dog-woman,'bitch',Creissels (personal communication),,2,1,3,3,1,4,4,1,1,0,1,1,0,1,1,0
,18069,30 Sources,other,Creissels,Africa,Africa,Mande,bamb1269,bam,Manding,Bambara,,kélén,numeral 'one','one',LEXICAL,kélén,'alone' (adnominal particle),ONLY,OTHER,À kélén nà-ná.,3SG one come-CPL,'He came alone.',Creissels (personal communication),,3,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0
,18070,30 Sources,other,Creissels,Africa,Africa,Mande,bamb1269,bam,Manding,Bambara,Proto-Mande,*to,numeral 'one','one',LEXICAL,dɔ́,INDEFINITE (determiner),INDEFINITE,DEFINITENESS,Mùsô dɔ́ nà-ná.,woman.D some come-CPL,'Some woman came.',Creissels (personal communication),,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0
,18071,30 Sources,other,Creissels,Africa,Africa,Mande,bamb1269,bam,Manding,Bambara,Proto-Mande,*to,numeral 'one','one',LEXICAL,dɔ́,INDEFINITE PRONOUN,INDEFINITE PRONOUN,PRONOUN/PROVERB,Dɔ́ nà-ná.,some come-CPL,'Someone came.',Creissels (personal communication),,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0
,18072,30 Sources,other,Creissels,Africa,Africa,Mande,bamb1269,bam,Manding,Bambara,,kélén,numeral 'one','one',LEXICAL,kélén,only (adnominal particle),ONLY,OTHER,À kélén nà-ná.,3SG one come-CPL,'He came alone.',Creissels (personal communication),,3,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0
,18073,30 Sources,other,Creissels,Africa,Africa,Mande,bamb1269,bam,Manding,Bambara,Proto-Mande,*to,numeral 'one','one',LEXICAL,dɔ́,'other',OTHER,IDENTITY,"Mùsô dɔ́-ú nà-ná, dɔ́-ú má nà.",woman.D some-PL come-CPL other-PL CPL.NEG come,"'Some women came, others did not come.'",Creissels (personal communication),,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0
,18074,30 Sources,other,Creissels,Africa,Africa,Mande,bamb1269,bam,Manding,Bambara,,kélén,numeral 'one','one',LEXICAL,kélén,'same',SAME,IDENTITY,Ǒ mɔ̀gɔ̀ kélén nà-ná.,DEM person one.D come-CPL,'The same person came.',Creissels (personal communication),,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0
,18075,30 Sources,other,Creissels,Africa,Africa,Mande,bamb1269,bam,Manding,Bambara,,fɛ́n ô fɛ́n,'thing','thing',LEXICAL,féŋóofèŋ,INDEFINITE PRONOUN,INDEFINITE PRONOUN,PRONOUN/PROVERB,à dímmúsòo féŋóofèŋ,3SG daughter anything,'any of his daughters',Creissels (personal communication),,2,1,2,1,1,3,1,1,1,0,1,0,0,1,0,0
,18076,30 Sources,other,Creissels,Africa,Africa,Mande,bamb1269,bam,Manding,Bambara,,sé,'arrive','arrive',LEXICAL,sé,ABILITY (aux verb),PI-POSSIBILITY,MODALITY,Ń bɛ́ sé kà ɲìn kɛ́.,1SG ICPL reach INF DEM do,'I can do that.',Creissels (personal communication),,3,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0
,18077,30 Sources,other,Creissels,Africa,Africa,Mande,bamb1269,bam,Manding,Bambara,,dén,'child','child',LEXICAL,-nin,DIMINUTIVE (derivational suffix),DIMINUTIVE,EVALUATIVE,kɔ̀nɔ̀-nín,bird-DIM,'small bird',Creissels (personal communication),,3,2,3,3,1,4,4,2,1,0,1,1,0,1,1,1
,18078,30 Sources,other,Creissels,Africa,Africa,Mande,mand1436,mnk,Manding,Mandinka,,nǎa jǎŋ,'come','come',LEXICAL,nǎŋ,VENITIVE (adverb),VENITIVE,VERBAL DEIXIS,Í bó-tá nǎŋ mùntóo?,2SG go_out VEN where,'From where did you come here?',Creissels (personal communication),,2,2,3,1,1,3,4,1,1,1,1,0,0,1,1,0
,18079,30 Sources,other,Creissels,Africa,Africa,Mande,mand1436,bam,Manding,Maninka-mori,Proto-Mande,*bán (*-tá),'finish' (-COMPLETIVE),'finish',LEXICAL,"bárá, bádá",COMPLETIVE (TAM-marker),COMPLETIVE,ASPECT,À bárá sòbó sàn.,3SG PRF meat.D buy,'He has bought meat.',Creissels (personal communication),,3,1,4,1,4,3,4,1,1,0,1,0,1,1,1,0
,18080,30 Sources,other,Creissels,Africa,Africa,Mande,mand1436,bam,Manding,Mandinka,,sòtó,'get','get',LEXICAL,sòtó,H-POSSESSIVE (verb),H-POSSESSIVE,POSSESSION,À yè báadíŋ-ò-lú sòtó ñǐŋ sàatêe tó.,3SG CPL relative-D-PL have DEM village.D in,'He has relatives in this village.',Creissels (personal communication),,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
,18081,30 Sources,other,Creissels,Africa,Africa,Mande,bamb1269,bam,Manding,Bambara,,bóló,'hand' (body part),'hand',LEXICAL,bóló,AGENT (postposition),AGENT (CASE),CASE/ADPOSITION,Kínî tóbí-rá Fàtú bóló.,meal.D cook.CPL Fatou by,'The meal was prepared by Fatou',Creissels (personal communication),,4,1,2,1,1,2,4,1,1,0,1,0,0,1,1,0
,18082,30 Sources,other,Creissels,Africa,Africa,Mande,bamb1269,bam,Manding,Bambara,,bóló,'hand' (body part),'hand',LEXICAL,bóló,H-POSSESSIVE (postposition 'at' + LOC COP),H-POSSESSIVE,POSSESSION,Nɛ̀gɛ̀sô bɛ́ Sékù bóló.,bicycle.D LCOP Sékou at,'Sékou has a bicycle.',Creissels (personal communication),,3,1,2,1,1,2,4,1,1,0,1,0,0,1,1,0
,18083,30 Sources,other,Creissels,Africa,Africa,Mande,mand1436,mnk,Manding,Mandinka,,làfí,'love','love',LEXICAL,làfí,INTENTION (aux verb),B-NECESSITY,MODALITY,À làfí-tà táa-là.,3SG want-CPL leave-INF,'He wants to leave.',Creissels (personal communication),,3,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0
,18084,30 Sources,other,Creissels,Africa,Africa,Mande,mand1436,mnk,Manding,Mandinka,,làfí,'love','love',LEXICAL,làfí,PROXIMATIVE (aux verb),PROXIMATIVE (ASPECT),ASPECT,À làfí-tá fǎa-là.,3SG be_about_to-CPL die-INF,'He almost died.',Creissels (personal communication),,3,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0
,18085,30 Sources,other,Creissels,Africa,Africa,Mande,bamb1269,bam,Manding,Bambara,,cɛ̌,'man','man',LEXICAL,-kɛ,MALE (derivational suffix),MALE,NOUN CLASSIFICATION,wùlù-kɛ́,dog-man,'male dog',Creissels (personal communication),,3,2,3,3,1,4,4,1,1,0,1,1,0,1,1,0
,19001,other sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,bó-,GENITIVE prefix,A-POSSESSIVE,POSSESSION,bó-,plain PLURAL marker (human),PLURAL,NUMBER,bó-ɲ̀tʃʰé,CL2a-ostrich,'ostriches',Creissels (personal communication),,3,2,4,3,4,4,4,1,0,0,0,0,1,0,0,0
,19002,other sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,Proto-Bantu,*-įni ,'liver','liver',LEXICAL,-ŋ̀,LOCATIVE suffix,LOCATIVE,CASE/ADPOSITION,nʊ̀ké-ŋ̀,river-LOC,'at the river',Creissels (personal communication),,4,2,3,3,1,4,4,1,1,1,1,1,0,1,1,0
,19003,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,χʊ́-,LOCATIVE COPULA (non-finite: 'there-being'),COPULA,COPULAIC,χʊ́-,LOCATIVE prefix,LOCATIVE,CASE/ADPOSITION,χʊ́-bó-ɲ̀tʃʰé,LOC-CL2a-ostrich,'on/at the ostriches',Creissels (personal communication),,4,2,3,3,1,4,4,1,1,0,1,1,0,1,1,0
,19004,other sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,χá-,GENITIVE prefix (of the LOCATIVE noun class '(place) of'),A-POSSESSIVE,POSSESSION,χá-,LOCATIVE prefix,LOCATIVE,CASE/ADPOSITION,kɩ̀-tɬàà-jà χá-m̀pʰɔ́ kámʊ̀ːsɔ́.,S.1SG-FUT-go:CJ   CL17:GEN-(CL1)Mpho  tomorrow,'I will go to Mpho's place tomorrow.',Creissels 2020: 775,,4,2,3,3,1,4,4,1,1,0,1,0,0,0,0,0
,19005,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,fá,'here' (DEICTIC LOCATIVE adverbs),'here',LEXICAL,fá,LOCATIVE preposition,LOCATIVE,CASE/ADPOSITION,kɩ̀-tswà  (kó)  χʊ́-màlʊ̂ːmɛ̀.,S.1SG-come_from:PRS:CJ LOC LOC-(CL1.)uncle:1SG,'I am coming from my uncle's.',Creissels 2020: 775,"also: kó, mó ('there', 'therein')",3,2,2,1,1,3,1,1,1,0,1,0,0,1,0,0
,19006,other sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,morago [mʊ̀ráχʊ́],"RELATOR NOUN 'behind, above'","'behind, above'",LEXICAL,morago [mʊ̀ráχʊ́],LOCATIVE preposition,LOCATIVE,CASE/ADPOSITION,mʊ̀ráχʊ̀ χá-sɩ́-tɬʰárɩ̀,behind CL17:GEN-CLT-tree,'behind the tree',Creissels (personal communication),,3,1,2,1,1,2,4,1,1,0,1,0,0,1,1,0
,19007,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,ngwe [ŋʷɩ̀],numeral 'one','one',LEXICAL,ngwe [ŋʷɩ̀],'other',OTHER,IDENTITY,bà-sádì bá bà-ŋwɩ́,CL2-woman CL2.LK CL2-other,'the other women',Creissels (personal communication),,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0
,19008,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,ngwe [ŋʷɩ̀],numeral 'one','one',LEXICAL,ngwe [ŋʷɩ̀],some (determiner),SOME,QUANTIFICATION,mʊ̀-sádí mʊ́-ŋwɩ̀,CL1-woman CL1-one,'one/some woman',Creissels (personal communication),,3,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0
,19009,other sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,Proto-Bantu,*-ngà,'be like','be like',LEXICAL,ká,INSTRUMENTAL preposition,INSTRUMENTAL,CASE/ADPOSITION,sɩ́χ-á bʊ̀-rɔ́tʰɔ̀ ká tʰìpá.,cut-FV CL14-bread with knife,'Cut the bread with the knife!',Creissels (personal communication),,3,2,2,1,1,2,4,1,1,0,1,0,0,1,1,0
,19010,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,kɩ́,COPULA (Identity),COPULA,COPULAIC,kɩ́,CAUSATOR preposition (marking agent in PASSIVEs),AGENT (CASE),CASE/ADPOSITION,lɩ̀-káú lɩ́-bɩ̀dítswè kɩ́ má-pòdîːsì.,CL5-boy S.CL5-hit:PASS:PRF:CJ by CL6-policeman,"'The boy was hit by the policemen.' lit. 'The boy was hit, it is the policemen.'",Creissels 2020: 777,,4,2,2,1,1,2,4,1,1,0,1,0,0,1,1,0
,19011,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,(fá +) (ɩ́-sà-)lɩ́ ,('if' +) (class-PERSISTIVE-)COPULA ('(if) it is still'),COPULA,COPULAIC,(fá) ɩ́sàlɩ́ ,'since',ABLATIVE (TEMPORAL),CASE/ADPOSITION,fá ɩ́-sà-lɩ́ pʰútʰɛ̀χɔ̀ é-lé χà-á-rɔ̀bálɩ́ sɩ́-ǹːtɬɛ̀.,if S.CL9-PERS-be (CL9.)meeting CL9:DEM-DIST NEG-S.CL1-sleep:PRS:CJ CL7-good,'Since that meeting he does not sleep properly.',Creissels 2020: 778,,3,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,19012,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,(fá +) (!ɩ́-)lɩ́,('if' +) (class-) COPULA ('if it is'),COPULA,COPULAIC,fá !ɩ́lɩ́,'regarding',CONCERN (CASE),CASE/ADPOSITION,fá !ɩ́-lɩ́ ǹná χà-kɩ́-ítsɩ́ !sɩ̂ː-pɛ̀.,if S.CL9-be 1SG:PRO NEG-S.1SG-know:PRS:CJ CL7-nothing,"'Personally (lit. if it's me), I don't know anything.'",Creissels 2020: 778,,3,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,19013,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,(fá +) (!ɩ́-)sɩ́,('if' +) (class-) NEGATIVE COPULA ('if it is not'),"COPULA, NEGATIVE",NEGATIVE,fá !ɩ́sɩ́,'except',EXCEPT,CASE/ADPOSITION,"bà-símànɩ́ !b-ótɬʰé bá-nà lɩ́-báɩ̀sɩ́kɩ̀ːlɩ́, fá !ɩ́-sɩ́ ǹːná.",CL2-boy CL2-all S.CL2-be with-(CL9.)bicycle if S.CL9-not_to_be PRO:1SG,"'All the boys have a bicycle, except me (lit. if it's not me).'",Creissels 2020: 778,,3,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,19014,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,(ɩ́-)sɩ̀(-ŋ́),(class-) NEGATIVE COPULA (-RELATIVE form) ('which is not'),"COPULA, NEGATIVE",NEGATIVE,ɩ́sɩ̀ŋ́,"'except, instead'",REPLACIVE,CASE/ADPOSITION,"bítsá m̀pʰɔ́, ɩ́-sɩ̀-ŋ́ !kîːtsɔ̀!", call.IMP (CL1.)Mpho S.CL9-not_to_be-REL (CL1.)Kitso,"'Call Mpho, not Kitso!'",Creissels 2020: 779,,3,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,19015,other sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,(go +) simolola [χʊ̀ -símʊ́lʊ́là],(INFINITIVE +) 'begin','begin',LEXICAL,go simolola [χʊ̀ -símʊ́lʊ́là],'from',ABLATIVE (SPATIAL),CASE/ADPOSITION,χʊ̀-símʊ́lʊ́là ká qʰwèdí já-pʰàlánɩ́ χʊ́-fìtɬʰà ká sɩ̀dímʊ́ŋ̀tʰʊ́lé,INF-begin with month CL9:GEN-October INF-arrive with December,'from October to December',Creissels (personal communication),,3,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,19016,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,(go +) tloga [χʊ̀-tɬʊ̀χà],(INFINITIVE +) 'leave','leave',LEXICAL,go tloga [χʊ̀-tɬʊ̀χà],'from',ABLATIVE (SPATIAL),CASE/ADPOSITION,χʊ̀-tɬʊ̀χà mʊ̀-tɬʰé-ŋ̀ óʊ́,INF-depart CL3-moment-LOC CL3:DEM,'from that time',Creissels (personal communication),,3,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,19017,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,(go +) tswa [χʊ̀-tswà],"(INFINITIVE +) 'come out, come from'",'come',LEXICAL,go tswa [χʊ̀-tswà],'from',ABLATIVE (SPATIAL),CASE/ADPOSITION,χʊ̀-tswà fá,INF-go_out here,'from here',Creissels (personal communication),,3,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,19018,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,(go +) ya ka [χʊ̀-jà ká],(INFINITIVE +) 'go with','go',LEXICAL,go ya ka [χʊ̀-jà ká],'according to',ACCORD (CASE/CONJUNCTION),CASE/ADPOSITION,χʊ̀-jà ká dí-ǹtlʰá tsé,INF-go with CL10-principle CL10:DEM,'according to these principles',Creissels (personal communication),,3,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,19019,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,jó,DEMONSTRATIVE,DEMONSTRATIVE,DEMONSTRATIVE,jó,noun-modifier LINKER,LINKER,OTHER,mʊ̀-sádì jó mʊ̀-léèlé,CL1-woman:CSTR CL1:LK CL1-tall,'tall woman',Creissels 2020: 782,,4,2,3,1,4,3,4,1,1,0,1,0,1,1,0,0
,19020,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,lɩ́,'be' (COPULA) (circumstantial form),COPULA,COPULAIC,lɩ́,noun-modifier LINKER in counting constructions,LINKER,OTHER,bà-sádí !bá-lɩ́ bá-bèdí,CL2-woman S.CL2-be:CIRC CL2-two,"'two women', lit. 'women they-being two'",Creissels 2020: 782,,4,2,3,1,4,3,4,1,1,0,1,0,1,1,0,0
,19021,other sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,bá-χá-,human class GENITIVE prefix + locative class GENITIVE prefix (lit. 'of the people of the place of'),A-POSSESSIVE,POSSESSION,-áχá- ,GENITIVE LINKER (person names & kinship terms),LINKER,POSSESSION,b-àná b-áχà-kítsɔ́,CL2-child CL2-GEN-Kitso,'Kitso's children',Creissels 2020: 783,,4,1,3,3,1,4,4,1,1,0,0,0,0,0,0,0
,19022,other sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,Proto-Bantu,*ngà ,'be like','be like',LEXICAL,-ká,POTENTIAL marker,E-POSSIBILITY,MODALITY,kɩ̀-ká-χʊ̀-tʰʊ̂ːs-à.,S.1SG-POT-O.2SG-help-FV,'I can help you.',Creissels (personal communication),,3,2,4,3,4,4,4,1,1,0,1,1,1,1,1,0
,19023,other sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,áχá ,'build','build',LEXICAL,áχá ,CONTINUATIVE aux,DURATIVE,ASPECT,m̀-hɛ̀rɔ̀ ʊ́-áχà ʊ́-tɬʰʊ́χà,CL3-weed S.CL3-build:PRS:CJ S.CL3-grow:CIRC:PRS,'Weed doesn't stop growing.',Creissels 2020: 786,,3,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,19024,other sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,àtìsà,'increase','increase',LEXICAL,àtìsà,"HABITUAL aux ('do something often, or in great quantity')",HABITUAL,ASPECT,rɩ̀-àtìsà χʊ̀-jà  kérèkêː-ŋ̀.,S.1PL-increase:PRS:CJ INF-go (CL9.)church-LOC,'We often go to church.',Creissels 2020: 786,,3,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,19025,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,bàtɬà,"'look for, want'",'want',LEXICAL,bàtɬà,IMMINENCE aux ('seem to be about to do something') ,IMMINENCE,"VERBAL CATEGORIES, OTHER",kɩ̀-bàtɬ-íl-é χʊ́-lɩ̀bàːlà.,S.1SG-want-PRf-FV INF-forget,'I nearly forgot.',Creissels (personal communication),,3,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,19026,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,bàtɬà,"'look for, want'",'want',LEXICAL,bàtɬà,NECESSITY aux ('need to do something'),D-NECESSITY,MODALITY,sɩ̀-tɬʰàrɩ̀ sɩ́-bátɬá χʊ̀-nʊ́sédîːwà.,CL7-tree S.CL7-want:PRS:CJ INF-water:PASS,'The tree needs to be watered.',Creissels 2020: 786,,3,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,19027,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,bàtɬílé,"'look for, want' (.PERFECT)",'want',LEXICAL,bàtɬílé,have nearly done something' [aux],AVERTIVE,"VERBAL CATEGORIES, OTHER",kɩ̀-bàtɬílé χʊ̀-bʊ́lâːwà.,S.1SG-want:PRF:CJ INF-kill:PASS,'I was almost killed.',Creissels 2020: 787,,3,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,19028,other sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,bʊ́á,'return','return',LEXICAL,bʊ́á,REPETITIVE aux ,ITERATIVE,ASPECT,tsʰímʊ́ !ɩ́-bʊ́ílé já-lɩ̀ŋwà.,(CL9.)field S.CL9-return:PRF:CJ S.CL9:SEQ-cultivate:PASS,'The field was cultivated again.',Creissels 2020: 787,,3,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,19029,other sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,díkílé,"'surround, revolve' (as PERFECT)","'surround, revolve'",LEXICAL,díkílé,have done something in the PAST year' [PAST aux] ,PAST,TENSE,sʰímʊ́ !ɩ́-díkílè ɩ́-lɩ̂ːŋwà.,(CL9.)field S.CL9-surround:PRF:CJ S.CL9-cultivate:PASS:CIRC:PRS,'The field was cultivated last year.',Creissels 2020: 787,,3,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,19030,30 Sources,Handbook,Creissels,Africa,Africa,Atlantic-Congo,tswa1253,tns,Tswana,Tswana,,(χà +)...ńnɩ́ ,(NEGATION +) COPULA,COPULA,COPULAIC,χà...ńnɩ́ ,never do something' [NEGATIVE aux],NEGATION,NEGATIVE,χà-bá-ńnɩ́ bá-ǹ-tʰûːsà.,NEG-S.CL2-be:PRS:CJ  S.CL2-O.1SG-help:CIRC:PRS,'They never help me.',Creissels 2020: 787,,3,1,2,1,1,2,1,1,1,0,1,0,0,1,0,0
