ID,Construction_ID,Parameter_ID,Code_ID,Value,Source,Comment,Example_IDs
84-change-paradigmatic-variability,84,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
84-change-syntagmatic-variability,84,change-syntagmatic-variability,change-syntagmatic-variability-0,0 no,,,
84-change-decategorization,84,change-decategorization,change-decategorization-0,0 no,,,
84-change-allomorphy,84,change-allomorphy,change-allomorphy-0,0 no,,,
85-target-meaning-type,85,target-meaning-type,target-meaning-type-pronounproverb,PRONOUN/PROVERB,,,
85-source,85,source,,numeral 'one',,*to,18071-to-d-indefinitepronoun
85-value-semantic-integrity,85,value-semantic-integrity,value-semantic-integrity-2,2 abstract denotational meaning,,,
85-value-phonetic-reduction,85,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
85-value-paradigmaticity,85,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
85-value-bondedness,85,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
85-value-paradigmatic-variability,85,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
85-value-syntagmatic-variability,85,value-syntagmatic-variability,value-syntagmatic-variability-1,1 free word order,,,
85-value-decategorization,85,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
85-value-allomorphy,85,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
85-change-semantic-integrity,85,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
85-change-phonetic-reduction,85,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
85-change-paradigmaticity,85,change-paradigmaticity,change-paradigmaticity-0,0 no,,,
85-change-bondedness,85,change-bondedness,change-bondedness-0,0 no,,,
85-change-paradigmatic-variability,85,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
85-change-syntagmatic-variability,85,change-syntagmatic-variability,change-syntagmatic-variability-0,0 no,,,
85-change-decategorization,85,change-decategorization,change-decategorization-0,0 no,,,
85-change-allomorphy,85,change-allomorphy,change-allomorphy-0,0 no,,,
86-target-meaning-type,86,target-meaning-type,target-meaning-type-other,OTHER,,,
86-source,86,source,,numeral 'one',,kélén,18072-kelen-kelen-only
86-value-semantic-integrity,86,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
86-value-phonetic-reduction,86,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
86-value-paradigmaticity,86,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
86-value-bondedness,86,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
86-value-paradigmatic-variability,86,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
86-value-syntagmatic-variability,86,value-syntagmatic-variability,value-syntagmatic-variability-1,1 free word order,,,
86-value-decategorization,86,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
86-value-allomorphy,86,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
86-change-semantic-integrity,86,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
86-change-phonetic-reduction,86,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
86-change-paradigmaticity,86,change-paradigmaticity,change-paradigmaticity-0,0 no,,,
86-change-bondedness,86,change-bondedness,change-bondedness-0,0 no,,,
86-change-paradigmatic-variability,86,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
86-change-syntagmatic-variability,86,change-syntagmatic-variability,change-syntagmatic-variability-0,0 no,,,
86-change-decategorization,86,change-decategorization,change-decategorization-0,0 no,,,
86-change-allomorphy,86,change-allomorphy,change-allomorphy-0,0 no,,,
87-target-meaning-type,87,target-meaning-type,target-meaning-type-identity,IDENTITY,,,
87-source,87,source,,numeral 'one',,*to,18073-to-d-other
87-value-semantic-integrity,87,value-semantic-integrity,value-semantic-integrity-2,2 abstract denotational meaning,,,
87-value-phonetic-reduction,87,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
87-value-paradigmaticity,87,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
87-value-bondedness,87,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
87-value-paradigmatic-variability,87,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
87-value-syntagmatic-variability,87,value-syntagmatic-variability,value-syntagmatic-variability-1,1 free word order,,,
87-value-decategorization,87,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
87-value-allomorphy,87,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
87-change-semantic-integrity,87,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
87-change-phonetic-reduction,87,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
87-change-paradigmaticity,87,change-paradigmaticity,change-paradigmaticity-0,0 no,,,
87-change-bondedness,87,change-bondedness,change-bondedness-0,0 no,,,
87-change-paradigmatic-variability,87,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
87-change-syntagmatic-variability,87,change-syntagmatic-variability,change-syntagmatic-variability-0,0 no,,,
87-change-decategorization,87,change-decategorization,change-decategorization-0,0 no,,,
87-change-allomorphy,87,change-allomorphy,change-allomorphy-0,0 no,,,
88-target-meaning-type,88,target-meaning-type,target-meaning-type-identity,IDENTITY,,,
88-source,88,source,,numeral 'one',,kélén,18074-kelen-kelen-same
88-value-semantic-integrity,88,value-semantic-integrity,value-semantic-integrity-2,2 abstract denotational meaning,,,
88-value-phonetic-reduction,88,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
88-value-paradigmaticity,88,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
88-value-bondedness,88,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
88-value-paradigmatic-variability,88,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
88-value-syntagmatic-variability,88,value-syntagmatic-variability,value-syntagmatic-variability-1,1 free word order,,,
88-value-decategorization,88,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
88-value-allomorphy,88,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
88-change-semantic-integrity,88,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
88-change-phonetic-reduction,88,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
88-change-paradigmaticity,88,change-paradigmaticity,change-paradigmaticity-0,0 no,,,
88-change-bondedness,88,change-bondedness,change-bondedness-0,0 no,,,
88-change-paradigmatic-variability,88,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
88-change-syntagmatic-variability,88,change-syntagmatic-variability,change-syntagmatic-variability-0,0 no,,,
88-change-decategorization,88,change-decategorization,change-decategorization-0,0 no,,,
88-change-allomorphy,88,change-allomorphy,change-allomorphy-0,0 no,,,
89-target-meaning-type,89,target-meaning-type,target-meaning-type-pronounproverb,PRONOUN/PROVERB,,,
89-source,89,source,,'thing',,fɛ́n ô fɛ́n,18075-fnofn-feoofe-indefinitepronoun
89-value-semantic-integrity,89,value-semantic-integrity,value-semantic-integrity-2,2 abstract denotational meaning,,,
89-value-phonetic-reduction,89,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
89-value-paradigmaticity,89,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
89-value-bondedness,89,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
89-value-paradigmatic-variability,89,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
89-value-syntagmatic-variability,89,value-syntagmatic-variability,value-syntagmatic-variability-3,3 intransparent position,,,
89-value-decategorization,89,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
89-value-allomorphy,89,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
89-change-semantic-integrity,89,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
89-change-phonetic-reduction,89,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
89-change-paradigmaticity,89,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
89-change-bondedness,89,change-bondedness,change-bondedness-0,0 no,,,
89-change-paradigmatic-variability,89,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
89-change-syntagmatic-variability,89,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
89-change-decategorization,89,change-decategorization,change-decategorization-0,0 no,,,
89-change-allomorphy,89,change-allomorphy,change-allomorphy-0,0 no,,,
90-target-meaning-type,90,target-meaning-type,target-meaning-type-modality,MODALITY,,,
90-source,90,source,,'arrive',,sé,18076-se-se-pipossibility
90-value-semantic-integrity,90,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
90-value-phonetic-reduction,90,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
90-value-paradigmaticity,90,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
90-value-bondedness,90,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
90-value-paradigmatic-variability,90,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
90-value-syntagmatic-variability,90,value-syntagmatic-variability,value-syntagmatic-variability-1,1 free word order,,,
90-value-decategorization,90,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
90-value-allomorphy,90,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
90-change-semantic-integrity,90,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
90-change-phonetic-reduction,90,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
90-change-paradigmaticity,90,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
90-change-bondedness,90,change-bondedness,change-bondedness-0,0 no,,,
90-change-paradigmatic-variability,90,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
90-change-syntagmatic-variability,90,change-syntagmatic-variability,change-syntagmatic-variability-0,0 no,,,
90-change-decategorization,90,change-decategorization,change-decategorization-0,0 no,,,
90-change-allomorphy,90,change-allomorphy,change-allomorphy-0,0 no,,,
91-target-meaning-type,91,target-meaning-type,target-meaning-type-evaluative,EVALUATIVE,,,
91-source,91,source,,'child',,dén,18077-den-nin-diminutive
91-value-semantic-integrity,91,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
91-value-phonetic-reduction,91,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
91-value-paradigmaticity,91,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
91-value-bondedness,91,value-bondedness,value-bondedness-3,3 agglutinative affix,,,
91-value-paradigmatic-variability,91,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
91-value-syntagmatic-variability,91,value-syntagmatic-variability,value-syntagmatic-variability-4,4 fixed position in a template,,,
91-value-decategorization,91,value-decategorization,value-decategorization-4,4 total decategorization,,,
91-value-allomorphy,91,value-allomorphy,value-allomorphy-2,2 phonologically conditioned allomorphy,,,
91-change-semantic-integrity,91,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
91-change-phonetic-reduction,91,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
91-change-paradigmaticity,91,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
91-change-bondedness,91,change-bondedness,change-bondedness-1,1 yes,,,
91-change-paradigmatic-variability,91,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
91-change-syntagmatic-variability,91,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
91-change-decategorization,91,change-decategorization,change-decategorization-1,1 yes,,,
91-change-allomorphy,91,change-allomorphy,change-allomorphy-1,1 yes,,,
92-target-meaning-type,92,target-meaning-type,target-meaning-type-caseadposition,CASE/ADPOSITION,,,
92-source,92,source,,'hand' (body part),,bóló,18081-bolo-bolo-agentcase
92-value-semantic-integrity,92,value-semantic-integrity,value-semantic-integrity-4,4 purely syntactic function,,,
92-value-phonetic-reduction,92,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
92-value-paradigmaticity,92,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
92-value-bondedness,92,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
92-value-paradigmatic-variability,92,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
92-value-syntagmatic-variability,92,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
92-value-decategorization,92,value-decategorization,value-decategorization-4,4 total decategorization,,,
92-value-allomorphy,92,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
92-change-semantic-integrity,92,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
92-change-phonetic-reduction,92,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
92-change-paradigmaticity,92,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
92-change-bondedness,92,change-bondedness,change-bondedness-0,0 no,,,
92-change-paradigmatic-variability,92,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
92-change-syntagmatic-variability,92,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
92-change-decategorization,92,change-decategorization,change-decategorization-1,1 yes,,,
92-change-allomorphy,92,change-allomorphy,change-allomorphy-0,0 no,,,
93-target-meaning-type,93,target-meaning-type,target-meaning-type-possession,POSSESSION,,,
93-source,93,source,,'hand' (body part),,bóló,18082-bolo-bolo-hpossessive
93-value-semantic-integrity,93,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
93-value-phonetic-reduction,93,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
93-value-paradigmaticity,93,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
93-value-bondedness,93,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
93-value-paradigmatic-variability,93,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
93-value-syntagmatic-variability,93,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
93-value-decategorization,93,value-decategorization,value-decategorization-4,4 total decategorization,,,
93-value-allomorphy,93,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
93-change-semantic-integrity,93,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
93-change-phonetic-reduction,93,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
93-change-paradigmaticity,93,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
93-change-bondedness,93,change-bondedness,change-bondedness-0,0 no,,,
93-change-paradigmatic-variability,93,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
93-change-syntagmatic-variability,93,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
93-change-decategorization,93,change-decategorization,change-decategorization-1,1 yes,,,
93-change-allomorphy,93,change-allomorphy,change-allomorphy-0,0 no,,,
94-target-meaning-type,94,target-meaning-type,target-meaning-type-nounclassification,NOUN CLASSIFICATION,,,
94-source,94,source,,'man',,cɛ̌,18085-c-k-male
94-value-semantic-integrity,94,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
94-value-phonetic-reduction,94,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
94-value-paradigmaticity,94,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
94-value-bondedness,94,value-bondedness,value-bondedness-3,3 agglutinative affix,,,
94-value-paradigmatic-variability,94,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
94-value-syntagmatic-variability,94,value-syntagmatic-variability,value-syntagmatic-variability-4,4 fixed position in a template,,,
94-value-decategorization,94,value-decategorization,value-decategorization-4,4 total decategorization,,,
94-value-allomorphy,94,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
94-change-semantic-integrity,94,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
94-change-phonetic-reduction,94,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
94-change-paradigmaticity,94,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
94-change-bondedness,94,change-bondedness,change-bondedness-1,1 yes,,,
94-change-paradigmatic-variability,94,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
94-change-syntagmatic-variability,94,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
94-change-decategorization,94,change-decategorization,change-decategorization-1,1 yes,,,
94-change-allomorphy,94,change-allomorphy,change-allomorphy-0,0 no,,,
95-target-meaning-type,95,target-meaning-type,target-meaning-type-valencychange,VALENCY CHANGE,,,
95-source,95,source,,COMITATIVE postposition,,*-ngany,12007-ngany-nga-applicative
95-value-semantic-integrity,95,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
95-value-phonetic-reduction,95,value-phonetic-reduction,value-phonetic-reduction-3,3 subsyllabic morph,,,
95-value-paradigmaticity,95,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
95-value-bondedness,95,value-bondedness,value-bondedness-3,3 agglutinative affix,,,
95-value-paradigmatic-variability,95,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
95-value-syntagmatic-variability,95,value-syntagmatic-variability,value-syntagmatic-variability-4,4 fixed position in a template,,,
95-value-decategorization,95,value-decategorization,value-decategorization-4,4 total decategorization,,,
95-value-allomorphy,95,value-allomorphy,value-allomorphy-2,2 phonologically conditioned allomorphy,,,
95-change-semantic-integrity,95,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
95-change-phonetic-reduction,95,change-phonetic-reduction,change-phonetic-reduction-1,1 yes,,,
95-change-paradigmaticity,95,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
95-change-bondedness,95,change-bondedness,change-bondedness-0,0 no,,,
95-change-paradigmatic-variability,95,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
95-change-syntagmatic-variability,95,change-syntagmatic-variability,change-syntagmatic-variability-0,0 no,,,
95-change-decategorization,95,change-decategorization,change-decategorization-0,0 no,,,
95-change-allomorphy,95,change-allomorphy,change-allomorphy-1,1 yes,,,
96-target-meaning-type,96,target-meaning-type,target-meaning-type-copulaic,COPULAIC,,,
96-source,96,source,,OBLIQUE PERSONAL PRONOUN (3.MIN.OBL),,jina,12016-jina-jina-copula
96-value-semantic-integrity,96,value-semantic-integrity,value-semantic-integrity-2,2 abstract denotational meaning,,,
96-value-phonetic-reduction,96,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
96-value-paradigmaticity,96,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
96-value-bondedness,96,value-bondedness,value-bondedness-2,2 clitic,,,
96-value-paradigmatic-variability,96,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
96-value-syntagmatic-variability,96,value-syntagmatic-variability,value-syntagmatic-variability-3,3 intransparent position,,,
96-value-decategorization,96,value-decategorization,value-decategorization-4,4 total decategorization,,,
96-value-allomorphy,96,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
96-change-semantic-integrity,96,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
96-change-phonetic-reduction,96,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
96-change-paradigmaticity,96,change-paradigmaticity,change-paradigmaticity-0,0 no,,,
96-change-bondedness,96,change-bondedness,change-bondedness-1,1 yes,,,
96-change-paradigmatic-variability,96,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
96-change-syntagmatic-variability,96,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
96-change-decategorization,96,change-decategorization,change-decategorization-1,1 yes,,,
96-change-allomorphy,96,change-allomorphy,change-allomorphy-0,0 no,,,
97-target-meaning-type,97,target-meaning-type,target-meaning-type-caseadposition,CASE/ADPOSITION,,"< com (Portugese); Philippe Maurer. 2013. Batavia Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",
97-source,97,source,,'with',,com,10012-com-kung-patientcase
97-value-semantic-integrity,97,value-semantic-integrity,value-semantic-integrity-4,4 purely syntactic function,,,
97-value-phonetic-reduction,97,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
97-value-paradigmaticity,97,value-paradigmaticity,value-paradigmaticity-4,4 a small and homogeneous paradigm,,,
97-value-bondedness,97,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
97-value-paradigmatic-variability,97,value-paradigmatic-variability,value-paradigmatic-variability-4,4 general obligatoriness,,,
97-value-syntagmatic-variability,97,value-syntagmatic-variability,value-syntagmatic-variability-3,3 intransparent position,,,
97-value-decategorization,97,value-decategorization,value-decategorization-4,4 total decategorization,,,
97-value-allomorphy,97,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
97-change-semantic-integrity,97,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
97-change-phonetic-reduction,97,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
97-change-paradigmaticity,97,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
97-change-bondedness,97,change-bondedness,change-bondedness-0,0 no,,,
97-change-paradigmatic-variability,97,change-paradigmatic-variability,change-paradigmatic-variability-1,1 yes,,,
97-change-syntagmatic-variability,97,change-syntagmatic-variability,change-syntagmatic-variability-0,0 no,,,
97-change-decategorization,97,change-decategorization,change-decategorization-0,0 no,,,
97-change-allomorphy,97,change-allomorphy,change-allomorphy-0,0 no,,,
98-target-meaning-type,98,target-meaning-type,target-meaning-type-aspect,ASPECT,,"< ja (Portugese); Philippe Maurer. 2013. Batavia Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",
98-source,98,source,,'already',,ja,10022-ja-dja-perfective
98-value-semantic-integrity,98,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
98-value-phonetic-reduction,98,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
98-value-paradigmaticity,98,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
98-value-bondedness,98,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
98-value-paradigmatic-variability,98,value-paradigmatic-variability,value-paradigmatic-variability-3,3 predominant obligatoriness,,,
98-value-syntagmatic-variability,98,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
98-value-decategorization,98,value-decategorization,value-decategorization-4,4 total decategorization,,,
98-value-allomorphy,98,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
98-change-semantic-integrity,98,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
98-change-phonetic-reduction,98,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
98-change-paradigmaticity,98,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
98-change-bondedness,98,change-bondedness,change-bondedness-0,0 no,,,
98-change-paradigmatic-variability,98,change-paradigmatic-variability,change-paradigmatic-variability-1,1 yes,,,
98-change-syntagmatic-variability,98,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
98-change-decategorization,98,change-decategorization,change-decategorization-0,0 no,,,
98-change-allomorphy,98,change-allomorphy,change-allomorphy-0,0 no,,,
99-target-meaning-type,99,target-meaning-type,target-meaning-type-pronounproverb,PRONOUN/PROVERB,,bar- is only used for 2nd and 3rd persons SG and PL,
99-source,99,source,,possession(s)' (POSS [here: 2SG.M],,bar(-uːk),5001-baruk-baruk-personalpronoun
99-value-semantic-integrity,99,value-semantic-integrity,value-semantic-integrity-2,2 abstract denotational meaning,,,
99-value-phonetic-reduction,99,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
99-value-paradigmaticity,99,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
99-value-bondedness,99,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
99-value-paradigmatic-variability,99,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
99-value-syntagmatic-variability,99,value-syntagmatic-variability,value-syntagmatic-variability-1,1 free word order,,,
99-value-decategorization,99,value-decategorization,value-decategorization-3,3 absence of most properties,,,
99-value-allomorphy,99,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
99-change-semantic-integrity,99,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
99-change-phonetic-reduction,99,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
99-change-paradigmaticity,99,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
99-change-bondedness,99,change-bondedness,change-bondedness-0,0 no,,,
99-change-paradigmatic-variability,99,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
99-change-syntagmatic-variability,99,change-syntagmatic-variability,change-syntagmatic-variability-0,0 no,,,
99-change-decategorization,99,change-decategorization,change-decategorization-1,1 yes,,,
99-change-allomorphy,99,change-allomorphy,change-allomorphy-0,0 no,,,
100-target-meaning-type,100,target-meaning-type,target-meaning-type-other,OTHER,,"in isolation, the word is 'kina'",
100-source,100,source,,(DEF=) 'owner' (= POSS [here: 1SG]),,(i=)kna(=ji),5002-iknaji-iknaji-intensifier
100-value-semantic-integrity,100,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
100-value-phonetic-reduction,100,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
100-value-paradigmaticity,100,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
100-value-bondedness,100,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
100-value-paradigmatic-variability,100,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
100-value-syntagmatic-variability,100,value-syntagmatic-variability,value-syntagmatic-variability-3,3 intransparent position,,,
100-value-decategorization,100,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
100-value-allomorphy,100,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
100-change-semantic-integrity,100,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
100-change-phonetic-reduction,100,change-phonetic-reduction,change-phonetic-reduction-1,1 yes,,,
100-change-paradigmaticity,100,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
100-change-bondedness,100,change-bondedness,change-bondedness-0,0 no,,,
100-change-paradigmatic-variability,100,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
100-change-syntagmatic-variability,100,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
100-change-decategorization,100,change-decategorization,change-decategorization-0,0 no,,,
100-change-allomorphy,100,change-allomorphy,change-allomorphy-0,0 no,,,
101-target-meaning-type,101,target-meaning-type,target-meaning-type-other,OTHER,,It is not highly productive and concerns mainly body parts,
101-source,101,source,,(DEF=) 'owner',,(i=)kna,5003-ikna-ikna-intensifier
101-value-semantic-integrity,101,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
101-value-phonetic-reduction,101,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
101-value-paradigmaticity,101,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
101-value-bondedness,101,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
101-value-paradigmatic-variability,101,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
101-value-syntagmatic-variability,101,value-syntagmatic-variability,value-syntagmatic-variability-3,3 intransparent position,,,
101-value-decategorization,101,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
101-value-allomorphy,101,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
101-change-semantic-integrity,101,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
101-change-phonetic-reduction,101,change-phonetic-reduction,change-phonetic-reduction-1,1 yes,,,
101-change-paradigmaticity,101,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
