ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Source,Source_comment
10040-eux-yo-plural,haitiancreole,liv a Robè yo,liv	a	Robè	yo,book	PREP	Robert	PL,Robert's books,,,,,Michaelis & Haspelmath (personal communication)
17004-atmana-apne-reflexive,hindi,apne ko dekho!,apne	ko	dekho!,REFL	ACC	look.IMP,Look at yourself,,,,,Montaut (personal communication)
17006-atmana-ap-honorific,hindi,āp āe,āp	āe,2.HON	come.PAST,you came,,,,,Montaut (personal communication)
17007-atmana-apni-focus,hindi,ye merī apnī kitābẽ haĩ,ye	merī	apnī	kitābẽ	haĩ,these	POSS	EMPH	books	are,They are my own books,,,,bisang_11_2020[508],
17008-krta-ka-apossessive,hindi,"rām kā kamrā, rām kī bet̟ī","rām	kā	kamrā,	rām	kī	bet̟ī","Ram	GEN.M.SG	room.M.SG,	Ram	GEN.F.SG	daughter.F.SG",Ram's room;  Ram's daughter,,,,bisang_11_2020[508],
17009-santo-se-ablativespatial,hindi,vah gāv se ā rahā hai,vah	gāv	se	ā	rahā	hai,3SG	village	ABL	come	PROG	PRES.3.M.SG,He is coming from the village,,,,,Montaut (personal communication)
17009-kaksa-ko-recipientcase,hindi,yah sīmā ko do,yah	sīmā	ko	do,DEM	Seema	DAT	PERM.IMPER,Give this/it to Seema,,,,,Montaut (personal communication)
17009-kaksa-ko-patientcase,hindi,vah tum=ko māregā,vah	tum=ko	māregā,3SG	2=ACC	hit.FUT.M.SG,He will hit you,,,,,Montaut (personal communication)
17010-karna-ne-ergative,hindi,tum=ne kyā kiyā?,tum=ne	kyā	kiyā?,2=ERG	what	do.PAST,What have you done?,,,,,Montaut (personal communication)
17012-dvara-dvara-agentcase,hindi,ve pulis dvārā pakṛe gae,ve	pulis	dvārā	pakṛe	gae,3.M.PL	police	PASS.AG	take	PASS.AUXM.PL,They were arrested by the police,,,,,Montaut (personal communication)
17013-hona-hona-middle,hindi,intazām honā,intazām	honā,organization	be,be organized,,,,bisang_11_2020[513],
17014-karna-karna-causative,hindi,intazām karnā,intazām	karnā,organization	do,organize,,,,bisang_11_2020[513],
17015-dena-dena-causative,hindi,us.ko jāne do,us.ko	jāne	do,3.SG.ACC/DAT	go.INF	PERM.IMPER,let him/her go,,,,,Montaut (personal communication)
17016-jana-jana-passive,hindi,ve pulis dvārā pakṛe gae,ve	pulis	dvārā	pakṛe	gae,3.M.PL	police	PASS.AG	take	PASS.AUX.M.PL,They were arrested by the police,,,,,Montaut (personal communication)
17018-gaa-ga-future,hindi,vah apnā kām karegā,vah	apnā	kām	karegā,3SG	REFL	work	do.FUT.3.M.SG,he will do his job,,,,,Montaut (personal communication)
17019-rahna-rahna-durative,hindi,ve bolte rahe,ve	bolte	rahe,3PL	speak.PRES.PART.M.PL	DUR.AUX.M.PL,They kept/went on speaking,,,,,Montaut (personal communication)
17019-rahna-rahna-progressive,hindi,tum kyā kar rahe ho?,tum	kyā	kar	rahe	ho?,2	INTERR	do	PROG	PRES.2,What are you doing?,,,,,Montaut (personal communication)
17020-karna-karna-habitual,hindi,āyā karū͂gī,āyā	karū͂gī,come.PAST.PART.M.SG	HAB.FUT.F.SG,I will come regularly/repeatedly,,,,bisang_11_2020[519],
17021-cuka-cukna-egressive,hindi,khānā khā cukā hai,khānā	khā	cukā	hai,meal	eat	TERM.M.SG	PRES.3M.SG,He has finished eating/already eaten,,,,,Montaut (personal communication)
17022-lagna-lagna-changeofstate,hindi,ve sab bolne lage,ve	sab	bolne	lage,3M.PL	all	speak.INF	INCH.AUX.PAST.3.M.PL,They all started to speak,,,,,Montaut (personal communication)
17024-parna-parna-dnecessity,hindi,tumko ciṭṭhī likhnī paṛegī,tumko	ciṭṭhī	likhnī	paṛegī,2.DAT	letter.F.SG	write.INF.F.SG	OBL.AUX.FUT.F.SG,you will have to write a letter (lit. Write letter will fall to you),,,,,Montaut (personal communication)
17025-hona-hona-dnecessity,hindi,tumhẽ āj jaldī sonā hogā,tumhẽ	āj	jaldī	sonā	hogā,2.DAT	today	early	sleep.INF	OBLIG.FUT.3M.SG,You must go to bed early today (lit. to you today early sleep will be),,,,,Montaut (personal communication)
17026-sakna-sakna-dpossibility,hindi,tum jā sakte ho,tum	jā	sakte	ho,2	go	can	PRES.2,You can go,,,,,Montaut (personal communication)
17027-pana-pana-epossibility,hindi,ek śabd bhī bol nahī̃ pāyā,ek	śabd	bhī	bol	nahī̃	pāyā,one	word	even	speak	NEG	POSS.PAST.M.SG,he could not even speak a word,,,,,Montaut (personal communication)
17028-ana-ana-pipossibility,hindi,use angrezī bolnī ātī hai,use	angrezī	bolnī	ātī	hai,3.SG	english	speak.INF.FSG	come	PRES.3F.SG,He can speak (knows) english (lit. Speak English comes to him),,,,,Montaut (personal communication)
17030-ki-ki-or,hindi,"kaunsā, rameś ki rajeś?'","kaunsā,	rameś	ki	rajeś?'",INTERR	Ramesh	ALT.QUEST	Rajesh,"Which one, Ramesh or Rajesh?",,,,bisang_11_2020[533],
17031-pristi-picche-behind,hindi,us=ne apne pīcche dekhā,us=ne	apne	pīcche	dekhā,3=SG	REFL	behind	look.PST,He looked behind himself,,,,,Montaut (personal communication)
17032-tavat-to-consecutiveconjunction,hindi,to kyā huā?,to	kyā	huā?,then	INTERR	be.PAST.3M.SG,Then what happened?,,,,,Montaut (personal communication)
17033-tavat-to-topic,hindi,vah to nahī̃ āegā,vah	to	nahī̃	āegā,3SG	TOP	NEG	come.FUT.3.M.SG,"As for him, he will not to come",,,,,Montaut (personal communication)
17034-tavat-to-correlative,hindi,(agar) tum āo to baṛhiyā,(agar)	tum	āo	to	baṛhiyā,if	2	come.SUBJ.2	then	very-good,Fine if you come,,,,,Montaut (personal communication)
17038-karna-karke-subordinator,hindi,vah andar ākar baiṭh gayā,vah	andar	ākar	baiṭh	gayā,3.SG	inside	come.CONV	sit	go.PAST.M.SG,He came in and sat down,,,,,Montaut (personal communication)
17039-cahna-cahie-dnecessity,hindi,baccõ ko jaldī sonā cāhie,baccõ	ko	jaldī	sonā	cāhie,children	DAT	early	sleep.INF	OBLIG,Children should go to bed early. (general advice),,,,bisang_11_2020[522],
17041-parsva-pas-sidecase,hindi,us=ke pās,us=ke	pās,3SG=GEN	near,Near him/her,,,,,Montaut (personal communication)
2001-yike-nikik-diminutive,hoocak,hagoreižą nįįšąnąk=nįk nįįsge 'eeja hirahi=gają,hagoreižą	nįįšąnąk=nįk	nįįsge	'eeja	hirahi=gają,sometime	stream-DIM	VAGUE	there	go.to.find(SBJ.3SG)=SEQ,...at some point he arrived at a little stream.,,,,bisang_21_2020[908],
2002-ya-ra-definite,hoocak,wicąwą=ra kiisak wa-mąące=nąk-ga rook=ra suu=ra hanąąc wa-gigop=nąk=ga k'orok'oros jiinąk-ire=gi 'eegi haruce wa-hamąxara=ną=ną,wicąwą=ra	kiisak	wa-mąące=nąk-ga	rook=ra	suu=ra	hanąąc	wa-gigop=nąk=ga	k'orok'oros	jiinąk-ire=gi	'eegi	haruce	wa-hamąxara=ną=ną,squash=DEF	half	OBJ.3PL-cut=POS.NTL=CONT	inside=DEF	seed=DEF	all	OBJ.3PL-hollow.out=POS.NTL=CONT	be.hollowed.out(OBJ.3SG)	become-SBJ.3PL=TOP	and.then	cross(SBJ.3SG)	OBJ.3PL-slice=POT=DECL,"Cut the sqash in half, scoop out the inside, and when it is hollowed out, it may be sliced crosswise.",,,,,Helmbrecht (personal communication)
2003-hizakira-hiza-indefinite,hoocak,eegi hosga=ižą 'eeja ha<ku>ruce wa'ų='ąk=gi hagoreižą 'eeja nąąxgų=gają,eegi	hosga=ižą	'eeja	ha<ku>ruce	wa'ų='ąk=gi	hagoreižą	'eeja	nąąxgų=gają,and.then	open.land=one	there	<POSS.RFL>cross(SBJ.3SG)	do/be(SBJ.3SG)=POS.HOR-TOP	sometime?	there	hear(SBJ.3SG)=SEQ,"As he was crossing an opening, he heard something.",,,,bisang_21_2020[910],
2004-see-zese-quotative,hoocak,gigo=hii=ga 'ee wi-taanį 'eegi wage-ire=že,gigo=hii=ga	'ee	wi-taanį	'eegi	wage-ire=že,call.for=arrive.there=DEM:DIST	3EMPH	ORD-three	and.then	mean-SBJ.3PL=QUOT,The one who had come to call for her was the third; all then addressed her.,,,,bisang_21_2020[917],
2005-kaa-ga-subordinator,hoocak,stoo-ire=ga hegų wąąkšik ha-jee=wi=ra že'e wąąga-heesge=wi=gają hegų kii'ų=ra kii'ų-ire=šge hegų,stoo-ire=ga	hegų	wąąkšik	ha-jee=wi=ra	že'e	wąąga-heesge=wi=gają	hegų	kii'ų=ra	kii'ų-ire=šge	hegų,gather-SBJ.3PL=CONT	that.way	Indian/person	1E.A-POS.VERT=PL=DEF	that	1PI.U-that's.how=PL=SEQ	that.why	game=DEF	gamble-SBJ.3PL=also	that.way,"When they gathered, that's how we Indians are, they also gambled.",,,,bisang_21_2020[917],
2006-ree-re-imperative,hoocak,he hi<ha>ge Rex-ga ruxe=re hi<ha>ge,he	hi<ha>ge	Rex-ga	ruxe=re	hi<ha>ge,INTJ	<1E.A>say.to	Rex=PROP	chase=IMP	<1E.A>say.to,"So then I said: ""Rex, chase him"", I said.",,,,,Helmbrecht (personal communication)
2007-ree-re-adverbializer,hoocak,hąąhé=re,hąąhé=re,night=DEM.PROX,last night,,,,bisang_21_2020[920],
2008-eeja-eeja-locative,hoocak,xee hihak 'eeja,xee	hihak	'eeja,hill	on.top	there,on top of a hill,,,,bisang_21_2020[920],
2009-apiape-wi-plural,hoocak,nįge paaši=ha-jee-wi=ga 'eeja hąho žeegų howé hiperes kįį=jee=ną,nįge	paaši=ha-jee-wi=ga	'eeja	hąho	žeegų	howé	hiperes	kįį=jee=ną,where	dance\1E.A=COLL-POS.VERT-PL=DEM.DIST	there	INTJ	thus	go.about	know(SBJ.3SG)	make.self=POS.VERT=DECL,"The place, where we were dancing, there he knows his way around.",,,,bisang_21_2020[919],
2010-wakwaakwi-waagawaagawi-agreement,hoocak,Stóo-ire=ga hegų wąąkšík ha-jee-wį=ra že'e wąąga-heesge=wi=gają hegų kii'ų=ra kii'ų-ire=šge hegų,Stóo-ire=ga	hegų	wąąkšík	ha-jee-wį=ra	že'e	wąąga-heesge=wi=gają	hegų	kii'ų=ra	kii'ų-ire=šge	hegų,gather-SBJ.3PL=CONT	that.way	Indian/person	1E.A-POS.VERT=PL=DEF	that	1PI.U-that's.how=PL=SEQ	that.why	game=DEF	gamble-SBJ.3PL=also	that.way,"When they gathered, that's how we Indians are, they also gambled.",,,,bisang_21_2020[917],
2011-ee-ee-personalpronoun,hoocak,gigo=hii=ga 'ee wi-taanį 'eegi wage-ire=že,gigo=hii=ga	'ee	wi-taanį	'eegi	wage-ire=že,call.for=arrive.there=DEM:DIST	3EMPH	ORD-three	and.then	mean-SBJ.3PL=QUOT,The one who had come to call for her was the third; all then addressed her.,,,,bisang_21_2020[917],
2012-ru-ru-instrumental,hoocak,Waagax haca-wi=regi mąąs gicįwį=rą tuucįwį=šųnų.,Waagax	haca-wi=regi	mąąs	gicįwį=rą	tuucįwį=šųnų.,paper	see/1E.A-Pl=SIM/LOC	metal	strike=DEF	ring/1E.A=HAB,When we went to school I rang the bell.,,,,,Helmbrecht (personal communication)
2013-hee-he-durative,hoocak,eegi coowexjį=nįk 'eegi ho<nįį-kara>kit'e-kjene-he-wi 'eegi 'eegi jaagu hihe-kjene-he=regi 'eegi hazohi=xjį 'eegi haną<hį-ra>xgų-wi='anąga,eegi	coowexjį=nįk	'eegi	ho<nįį-kara>kit'e-kjene-he-wi	'eegi	'eegi	jaagu	hihe-kjene-he=regi	'eegi	hazohi=xjį	'eegi	haną<hį-ra>xgų-wi='anąga,and.then	just.a.little=DIM	and.then	<1&2-POSS.RFL>talk.to-FUT-CONT-PL	and.then	and.then	what	say\1E.A-FUT-CONT=SIM/LOC	and.then	carefully=INTS	and.then	<1E.U-2.A>listen/understand-PL=and,"I want to talk a little bit to all of you, and what I'm going to say (is), listen carefully to me.",,,,,Helmbrecht (personal communication)
2014-asi-zi-focus,hoocak,nįį=ra=ži ho<ha>kikšu hige hegų.,nįį=ra=ži	ho<ha>kikšu	hige	hegų.,water=DEF=FOC	<1E.A>drink.a.lot	again	that.way,"The WATER, I drank a lot.",,,,,Helmbrecht (personal communication)
2015-ki-gi-topic,hoocak,eegi hosga=ižą 'eeja ha<ku>ruce wa'ų='ąk=gi hagoreižą 'eeja nąąxgų=gają,eegi	hosga=ižą	'eeja	ha<ku>ruce	wa'ų='ąk=gi	hagoreižą	'eeja	nąąxgų=gają,and.then	open.land=one	there	<POSS.RFL>cross(SBJ.3SG)	do/be(SBJ.3SG)=POS.HOR=TOP	sometime?	there	hear(SBJ.3SG)=SEQ,"As he was crossing an opening, he heard something.",,,,bisang_21_2020[910],
2016-uu-u-subordinator,hoocak,roo<kii>kewe=nąąk='ų tejąįxjį wąąknųnįk=ižą wa'įkere=xji 'anąga haǧep huu=že wa-wage=že,roo<kii>kewe=nąąk='ų	tejąįxjį	wąąknųnįk=ižą	wa'įkere=xji	'anąga	haǧep	huu=že	wa-wage=že,<RFL>paint=POS.NTL.PL=SIM	very.close	old.man=one	mourn=INTS	and	appear	come.here(SBJ.3SG)=QUOT	OBJ.3PL-mean(SBJ.3SG)=QUOT,"By that time, when they were painting their bodies, an old man in deep mourning  appeared (and) said to them,...",,,,,Helmbrecht (personal communication)
2018-hakhak-hakhak-durative,hoocak,ceek_honųwąk 'eeja hegų žeesge ha-nįhe=ra hegų hagoreižą hį-šjųwą='ąk=ga hegų ha-mįįk=ra 'eeja hegų ha-nąą,ceek_honųwąk	'eeja	hegų	žeesge	ha-nįhe=ra	hegų	hagoreižą	hį-šjųwą='ąk=ga	hegų	ha-mįįk=ra	'eeja	hegų	ha-nąą,at.first.start	there	that.way	thus	1E.A-be/PROG=DEF	that.way	hagoreižą	hį-šjųwą='ąk=ga	hegų	1E.A-lie.down=DEF	there	that.way	1E.A-sleep,"That's how it went at first, so once I got sleepy I laid down and I went to sleep.",,,,,Helmbrecht (personal communication)
2019-uuke-ke-frequentative,hoocak,Woorak te'e hį-nąąxgų-ke=xjį,Woorak	te'e	hį-nąąxgų-ke=xjį,story	this	1I.A-hear-FREQ=INTS,We (you & I) heard this story all the time.,,,,,Helmbrecht (personal communication)
2020-wihe-wi-female,hoocak,wipamąkere-wį=ga,wipamąkere-wį=ga,rainbow-FEM=PROP,Rainbow (female name of the Thunderbird Clan),,,,bisang_21_2020[907],
2021-kaa-ga-female,hoocak,wipamąkere-wį=ga,wipamąkere-wį=ga,rainbow-FEM=PROP,Rainbow (female name of the Thunderbird Clan),,,,bisang_21_2020[907],
1002-kaq-kaka-definite,huanca,walaṣ̌-ka:-wan,walaṣ̌-ka:-wan,boy-DEF-COM,with the boy,,,,bisang_23_2020[989],
13001-na-vn-upspatial,hungarian,ház-on,ház-on,House-SUPERESS,on the house,,,,,Janhunen (personal communication)
13008-fog-fog-future,hungarian,fog-ok jön-ni,fog-ok	jön-ni,take-VX.1SG	come-INF,I will come,,,,bisang_7_2020[383],
13014-bel-bel-inside,hungarian,bel-ől-em,bel-ől-em,inside-ABL-PX.1SG,from inside me,,,,bisang_7_2020[387],
13018-kor-kor-temporalmarker,hungarian,öt=kor,öt=kor,five-time,five o'clock,,,,bisang_7_2020[393],
13025-v-az-definite,hungarian,a ház,a	ház,DEF	house,the house,,,,,Janhunen (personal communication)
21026-dove-dove-relativizer,italian,La casa dove vivo,La	casa	dove	vivo,the	house	where	live.PRS.IND.1SG,The house where I live,,,,,Cennamo (personal communication)
21027-quando-quando-subordinator,italian,Te llamaré cuando llegue,Te	llamaré	cuando	llegue,you	call.FUT.1SG	when	arrive.SBJV.1SG,I will call you when I arrive.,,,,bisang_4_2020[219],
21029-arrivare-arrivare-succeed,italian,Marco arriverà a fare l'insegnante,Marco	arriverà	a	fare	l'insegnante,Mark	arrive.FUT.IND.3SG	to	do.INF	the-teacher,Mark will succeed in becoming a teacher (lit. Mark will arrive to do(ing) the teacher),,,,,Cennamo (personal communication)
21030-arrivare-arrivare-pipossibility,italian,Marco non arriva a capire che la situazione è complicata,Marco	non	arriva	a	capire	che	la	situazione	è	complicata,Mark	not	arrive.PRS.IND.3SG	to	understand.INF	that	the	situation	be.PRS.IND.3SG	complicated,Mark cannot understand that the situation is complicated,,,,,Cennamo (personal communication)
21032-ille-luiegli-personalpronoun,italian,Lui partirà domani/Egli difende la ragione,Lui	partirà	domani/Egli	difende	la	ragione,he	leave.PRS.FUT.3SG	tomorrow/he	defend.PRS.IND.3SG	the	wisdom,He is leaving tomorrow/He defends wisdom,,,,,Cennamo (personal communication)
21034-facere-fare-proverb,italian,Ha fatto un bel lavoro,Ha	fatto	un	bel	lavoro,have.PRS.IND.3SG	do.PST.PTCP	INDEF.ART	nice.M	work.M,He has done a good job (= he has worked well),,,,,Cennamo (personal communication)
21036-andare-andare-changeofstate,italian,È andato disperso/ distrutto,È	andato	disperso/	distrutto,be.PRS.IND.3SG	go.PST.PTCP.M.SG	lose.PST.PTCP.M.SG/	destroy.PST.PTCP.M.SG,It has been lost/destroyed (lit. it has gone lost/destroyed),,,,,Cennamo (personal communication)
21038-andare-andare-habitual,italian,Va dicendo da anni che vuole andar via,Va	dicendo	da	anni	che	vuole	andar	via,PRS.IND.3SG	say.GER	from	years	that	want.PRS.IND.3SG	go.INF	away,He has been saying for years that he wants to leave,,,,,Cennamo (personal communication)
21040-hince-ci-personalpronoun,italian,Ci videro / ci diedero un libro / ci amavamo,Ci	videro	/	ci	diedero	un	libro	/	ci	amavamo,we.ACC	see.PST.IND.3PL	/	we.DAT	give.PST.IND.3PL	a	book	/	we.REFL	love.PST.1PL,They saw us/they gave us a book/We loved each other,,,,,Cennamo (personal communication)
21048-vedersi-vedersiv-passive,italian,Il giovane si vide assalito/assalire dalla folla,Il	giovane	si	vide	assalito/assalire	dalla	folla,the	young-man	RFL	see.PST.3SG	assault.PST.PTCP.M.SG/assault.INF	by.the	crowd,The young man was assaulted by the crowd,,,,bisang_4_2020[188],
10020-been-wehn-past,jamaican,Jan wehn de bil di ous.,Jan	wehn	de	bil	di	ous.,John	ANT	PROG	build	DET	house,John was building the house.,,,,,Michaelis & Haspelmath (personal communication)
16001-qnis-ni-dual,japhug,khu chondɤre mbro ni to-rɤkrɤz-ndʑi,khu	chondɤre	mbro	ni	to-rɤkrɤz-ndʑi,tiger	comit	horse	du	ifr-discuss-du,The tiger discussed with the horse,,,,,Jacques (personal communication)
16002-ki-ki-recipientcase,japhug,tɤ-pɤtso ra kɯ nɯ-sloχpɯn ɯ-ɕki to-tʰu-nɯ,tɤ-pɤtso	ra	kɯ	nɯ-sloχpɯn	ɯ-ɕki	to-tʰu-nɯ,indef.poss-child	pl	erg	3pl.poss-teacher	3sg-dat	ifr-ask-pl,The children asked their teacher.,,,,bisang_12_2020[541],
16003-ppun-ppun-topic,japhug,"nɤʑo pɯpɯŋunɤ, ɬɤndʐi ra ɣɯ nɯ-kɯ-βʁa, nɯ-rɟɤlpu tɯ-ŋu","nɤʑo	pɯpɯŋunɤ,	ɬɤndʐi	ra	ɣɯ	nɯ-kɯ-βʁa,	nɯ-rɟɤlpu	tɯ-ŋu",2sg	as.for	demon	pl	gen	3pl.poss-nmlz:S/A-be.victorious	3pl.poss-king	2-be:fact,"You, you are the king of the demons.",,,,bisang_12_2020[545],
16004-jiqha-jiqha-topic,japhug,"li sɯŋgɯ jo-ɕe tɕe iɕqha rgɤtpu nɯ z-ɲɤ-ɕar ri,","li	sɯŋgɯ	jo-ɕe	tɕe	iɕqha	rgɤtpu	nɯ	z-ɲɤ-ɕar	ri,",again	forest	ifr-go	lnk	the.aforementioned	old.man	dem	transloc-ifr-search	lnk,He went again in the forest and looked for the old man.,,,,,Jacques (personal communication)
16005-rcan-rcan-mirative,japhug,ɯ-phoŋbu nɯ rcanɯ ʁɲɟliʁɲɟli ʑo ɲɯ-pa,ɯ-phoŋbu	nɯ	rcanɯ	ʁɲɟliʁɲɟli	ʑo	ɲɯ-pa,3sg.poss-body	dem	unexpected	idph:II:huge;massive	emph	sens-aux,Its body is huge.,,,,bisang_12_2020[547],
16006-e-sz-andative,japhug,ma-ɕ-tʰɯ-tɯ-ʑɣɤ-βde ma nɤ-wa ɲɯ-ɤkʰu,ma-ɕ-tʰɯ-tɯ-ʑɣɤ-βde	ma	nɤ-wa	ɲɯ-ɤkʰu,neg-transloc-imp-2-refl-throw	because	2sg.poss-father	sens-call,"Don't throw yourself (in the river), your father is calling you.",,,,bisang_12_2020[552],
16007-i--cislocative,japhug,qajɯ ra tu-ndze ma tɤ-rɤku ɣɯ-tu-ndze mɤ-ŋgrɤl,qajɯ	ra	tu-ndze	ma	tɤ-rɤku	ɣɯ-tu-ndze	mɤ-ŋgrɤl,bugs	pl	ipfv-eat[III]	lnk	indef.poss-crops	cisloc-ipfv-eat[III]	neg-be.usually.the.case:fact,"It eats bugs, and does not come and eat the crops.",,,,,Jacques (personal communication)
16008-r-r-antipassive,japhug,"nɯra nɯ-pʰe nɯtɕu, χsɯ-xpa nɯ pɯ-rɤ-βzjoz-a.","nɯra	nɯ-pʰe	nɯtɕu,	χsɯ-xpa	nɯ	pɯ-rɤ-βzjoz-a.",dem:pl	3pl.poss-dat	dem:loc	three-years	dem	pst-apass-learn-1sg,I have studied with them for three years.,,,,,Jacques (personal communication)
16009-ppj-ppj-imperfective,japhug,tɕe alo tsʰuβdɯn ri pɯ-rɤʑi-j tɕe,tɕe	alo	tsʰuβdɯn	ri	pɯ-rɤʑi-j	tɕe,lnk	upstream	pl.n.	loc	pst.ipfv-stay-1sg	lnk,We were living up there in Tshobdun.,,,,,Jacques (personal communication)
16010---evidentialdirect,japhug,tu-mbri tɕe ɯ-skɤt wuma ʑo ɲɯ-mpɕɤr,tu-mbri	tɕe	ɯ-skɤt	wuma	ʑo	ɲɯ-mpɕɤr,ipfv-cry	lnk	3sg.poss-voice	really	emph	sens-be.beautiful,"When it cries, its voice is very beautiful.",,,,,Jacques (personal communication)
16011-ku-ku-evidentialegophoric,japhug,"wuma ʑo ku-scit-i, rɟɤlpu ri a-taʁ wuma ku-sna ʁjoʁ ra ri wuma ʑo ku-pe-nɯ","wuma	ʑo	ku-scit-i,	rɟɤlpu	ri	a-taʁ	wuma	ku-sna	ʁjoʁ	ra	ri	wuma	ʑo	ku-pe-nɯ",really	emph	egoph-be.happy-1pl	king	also	1sg-on	really	egoph-be.kind	servant	pl	also	really	emph	egoph-be.good,"We are very happy, the king is very kind to me, the servants are very nice.",,,,,Jacques (personal communication)
16012-me-me-or,japhug,"saɕɯ nɯnɯ ɯ-qa me, ɯ-ru me, ɯ-jwaʁ me nɯra tɯrgi cho naχtɕɯɣ","saɕɯ	nɯnɯ	ɯ-qa	me,	ɯ-ru	me,	ɯ-jwaʁ	me	nɯra	tɯrgi	cho	naχtɕɯɣ",larch	DEM	3SG.POSS-root	whether	3SG.POSS-trunk	whether	3SG.POSS-leave	whether	DEM:PL	fir	COMIT	be.similar:FACT,"Whether its root, its trunk or its leaves, the larch is identical to the fir.",,,,bisang_12_2020[562],
16013-spa-spa-purposeconjunction,japhug,"paʁ nɯra ʁo lɯski, ɕa kɤ-ndza ɯ-spa ku-χsu-nɯ pjɤ-ŋu","paʁ	nɯra	ʁo	lɯski,	ɕa	kɤ-ndza	ɯ-spa	ku-χsu-nɯ	pjɤ-ŋu",pig	DEM:PL	ADV	of.course	meat	NMLZ:P-eat	3SG.POSS-PURPOSIVE	IPFV-raise-PL	IFR.IPFV-be,"As for the pigs of course, they are raised for meat. ",,,,bisang_12_2020[565],
16014-nmga-nmga-purposeconjunction,japhug,"tɕe kɯpɤz nɯ mɯ-ɲɯ-kɤ-βzu kɤ-nɯmga, iʑɤra, ji-mthɯm nɯra <binggui> tu-χtɯ-j tɕe nɯ ɯ-ŋgɯ ri pjɯ-nɯ-rku-j ɕti ma, maka ɯ-pɕi tú-wɣ-ɕɯɴqoʁ qhe, ŋotɕu nɯ́-wɣ-tɯ~ta ʑo kɯpɤz ɲɯ-βze ɲɯ-ɕti","tɕe	kɯpɤz	nɯ	mɯ-ɲɯ-kɤ-βzu	kɤ-nɯmga,	iʑɤra,	ji-mthɯm	nɯra	<binggui>	tu-χtɯ-j	tɕe	nɯ	ɯ-ŋgɯ	ri	pjɯ-nɯ-rku-j	ɕti	ma,	maka	ɯ-pɕi	tú-wɣ-ɕɯɴqoʁ	qhe,	ŋotɕu	nɯ́-wɣ-tɯ~ta	ʑo	kɯpɤz	ɲɯ-βze	ɲɯ-ɕti",LNK	type.of.bug	DEM	NEG-IPFV-INF-grow	INF-want.from	1pl	1pl.poss-meat	dem:pl	refrigerator	ipfv-buy-1pl	lnk	dem	3sg.poss-in	loc	ipfv-auto-put.in-1pl	be.ASSERT:fact	lnk	at.all	3SG.POSS-outside	IPFV-INV-hang	LNK	where	IPFV-INV-INDEF~put	EMPH	type.of.bug	IPFV-grow	SENS-be.ASSERT,"`In order to prevent bugs from growing (in the meat), we buy refrigerators and put our meat in it.",,,,,Jacques (personal communication)
16015-nnda-nunda-causeconjunction,japhug,"ɯ-mtɯ ɣɤʑu tɕe, tɕe núndʐa qapɣɤmtɯmtɯ tu-ti-nɯ ɲɯ-ŋu","ɯ-mtɯ	ɣɤʑu	tɕe,	tɕe	núndʐa	qapɣɤmtɯmtɯ	tu-ti-nɯ	ɲɯ-ŋu",3sg.poss-crest	exist:sens	lnk	lnk	for.this.reason	hoopoe	ipfv-say-pl	sens-be,"It has a crest, and for this reason it is called hoopoe'.",,,,bisang_12_2020[566],
16016-ja-o-intensifier,japhug,aʑo ɯʑo ʑo kɤ-mto mɯ-pɯ-rɲo-t-a,aʑo	ɯʑo	ʑo	kɤ-mto	mɯ-pɯ-rɲo-t-a,1sg	3sg	emph	inf-see	neg-aor-experience-pst:tr-1sg,I never saw it itself.,,,,,Jacques (personal communication)
16017-wja--reflexive,japhug,nɤʑo kɤ-nɯ-ʑɣɤ-ftsɯn kɯnɤ mɯ́j-tɯ-spe ɕti,nɤʑo	kɤ-nɯ-ʑɣɤ-ftsɯn	kɯnɤ	mɯ́j-tɯ-spe	ɕti,2SG	INF-auto-REFL-serve	also	NEG:sens-2-be.able[III]	be.aff:fact,You are not even able to take proper care of yourself.,,,,,Jacques (personal communication)
16018-tp-p-diminutive,japhug,tɕe srɯnloʁ-pɯ ci ɲɤ-kʰo tɕe,tɕe	srɯnloʁ-pɯ	ci	ɲɤ-kʰo	tɕe,lnk	ring-dim	indef	ifr-give	lnk,He handed him a little ring.,,,,,Jacques (personal communication)
16019-apu-apu-conditionalconjunction,japhug,"aʑo nɤʑo kɯ iɕqʰa nɯtɕu ɣɯ-tu-kɯ-qur-a a-pɯ-ŋu tɕe, nɯnɯ wuma ʑo pɯ-nɤ-pe-t-a ma","aʑo	nɤʑo	kɯ	iɕqʰa	nɯtɕu	ɣɯ-tu-kɯ-qur-a	a-pɯ-ŋu	tɕe,	nɯnɯ	wuma	ʑo	pɯ-nɤ-pe-t-a	ma",1sg	2sg	erg	just.before	dem:loc	cisloc-ipfv-2>1-help-1sg	irr-pst.ipfv-be	lnk	dem	really	emph	pst.ipfv-trop-be.good-pst:tr-1sg	lnk,"If you had come and helped me just right before, I would have appreciated it.",,,,,Jacques (personal communication)
16020-u-u-focus,japhug,pɤnmawombɤr kɯ tɤ́-wɣ-sɯ-χtɯ-a ŋu,pɤnmawombɤr	kɯ	tɤ́-wɣ-sɯ-χtɯ-a	ŋu,p.n.	erg	pfv-inv-caus-buy-1sg	be:fact,It is Padma Od'bar who sold it to me.,,,,,Jacques (personal communication)
